text,label,start_char,end_char,source_url
the late 2010s,DATE,35560,35574,https://en.wikipedia.org/wiki/International_Olympic_Committee
1966,DATE,35835,35839,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 1968 Winter Olympics,EVENT,35915,35939,https://en.wikipedia.org/wiki/International_Olympic_Committee
Barr,PERSON,36109,36113,https://en.wikipedia.org/wiki/International_Olympic_Committee
Athletes' Commission's,ORG,36416,36438,https://en.wikipedia.org/wiki/International_Olympic_Committee
2000 Summer Olympics,DATE,36630,36650,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2010 Winter Olympics.[90,EVENT,36677,36705,https://en.wikipedia.org/wiki/International_Olympic_Committee
2011,DATE,36710,36714,https://en.wikipedia.org/wiki/International_Olympic_Committee
Maria José Martínez-Patiño,PERSON,37526,37552,https://en.wikipedia.org/wiki/International_Olympic_Committee
Santhi Soundarajan,PERSON,37565,37583,https://en.wikipedia.org/wiki/International_Olympic_Committee
Caster Semenya,PERSON,37596,37610,https://en.wikipedia.org/wiki/International_Olympic_Committee
Annet Negesa,PERSON,37623,37635,https://en.wikipedia.org/wiki/International_Olympic_Committee
Dutee Chand,PERSON,37652,37663,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2014 Asian Games,EVENT,37683,37703,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Court of Arbitration for Sport,ORG,37889,37923,https://en.wikipedia.org/wiki/International_Olympic_Committee
Winter Olympics.[92,EVENT,37992,38011,https://en.wikipedia.org/wiki/International_Olympic_Committee
London 2012,EVENT,38013,38024,https://en.wikipedia.org/wiki/International_Olympic_Committee
Munich,GPE,38033,38039,https://en.wikipedia.org/wiki/International_Olympic_Committee
40 years prior,DATE,38205,38219,https://en.wikipedia.org/wiki/International_Olympic_Committee
Jacques Rogge,PERSON,38244,38257,https://en.wikipedia.org/wiki/International_Olympic_Committee
Shaul Ladany,PERSON,38369,38381,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Munich Massacre,EVENT,38400,38419,https://en.wikipedia.org/wiki/International_Olympic_Committee
February 2013,DATE,38523,38536,https://en.wikipedia.org/wiki/International_Olympic_Committee
Summer Olympic,EVENT,38602,38616,https://en.wikipedia.org/wiki/International_Olympic_Committee
at least 2032.[100,DATE,38955,38973,https://en.wikipedia.org/wiki/International_Olympic_Committee
December 2014,DATE,39029,39042,https://en.wikipedia.org/wiki/International_Olympic_Committee
ARD,ORG,39067,39070,https://en.wikipedia.org/wiki/International_Olympic_Committee
Russia,GPE,39109,39115,https://en.wikipedia.org/wiki/International_Olympic_Committee
East Germany,GPE,39143,39155,https://en.wikipedia.org/wiki/International_Olympic_Committee
the World Athletics,ORG,39234,39253,https://en.wikipedia.org/wiki/International_Olympic_Committee
The United Kingdom Anti-Doping,ORG,39344,39374,https://en.wikipedia.org/wiki/International_Olympic_Committee
June 2016,DATE,39429,39438,https://en.wikipedia.org/wiki/International_Olympic_Committee
Federal Security Service,ORG,39538,39562,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sochi,GPE,39669,39674,https://en.wikipedia.org/wiki/International_Olympic_Committee
Richard McLaren,PERSON,39730,39745,https://en.wikipedia.org/wiki/International_Olympic_Committee
McLaren,PERSON,39747,39754,https://en.wikipedia.org/wiki/International_Olympic_Committee
July 2016,DATE,39837,39846,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Ministry of Sport,ORG,39852,39873,https://en.wikipedia.org/wiki/International_Olympic_Committee
FSB,ORG,39882,39885,https://en.wikipedia.org/wiki/International_Olympic_Committee
at least late 2011,DATE,39997,40015,https://en.wikipedia.org/wiki/International_Olympic_Committee
"August 2015"".[102",DATE,40019,40036,https://en.wikipedia.org/wiki/International_Olympic_Committee
RUSADA,ORG,40089,40095,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2016 Summer Olympics.[103,EVENT,40231,40260,https://en.wikipedia.org/wiki/International_Olympic_Committee
IF,ORG,40379,40381,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2016,EVENT,40816,40824,https://en.wikipedia.org/wiki/International_Olympic_Committee
Summer Paralympics,EVENT,40825,40843,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2014,EVENT,40905,40913,https://en.wikipedia.org/wiki/International_Olympic_Committee
Winter Paralympics.[109,EVENT,40914,40937,https://en.wikipedia.org/wiki/International_Olympic_Committee
5 December 2017,DATE,40942,40957,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Russian Olympic Committee,ORG,40982,41011,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2018,EVENT,41058,41066,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Olympic Flag,WORK_OF_ART,41413,41429,https://en.wikipedia.org/wiki/International_Olympic_Committee
20 December 2017,DATE,41484,41500,https://en.wikipedia.org/wiki/International_Olympic_Committee
1 February 2018,DATE,41553,41568,https://en.wikipedia.org/wiki/International_Olympic_Committee
CAS,ORG,41606,41609,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sochi,EVENT,41809,41814,https://en.wikipedia.org/wiki/International_Olympic_Committee
Winter Olympics.[114,EVENT,41875,41895,https://en.wikipedia.org/wiki/International_Olympic_Committee
Later that month,DATE,42437,42453,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2018 Olympics.[117][118,EVENT,42570,42597,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Russian Anti-Doping Agency,ORG,42599,42629,https://en.wikipedia.org/wiki/International_Olympic_Committee
September,DATE,42650,42659,https://en.wikipedia.org/wiki/International_Olympic_Committee
Taiwan,GPE,42738,42744,https://en.wikipedia.org/wiki/International_Olympic_Committee
24 November 2018,DATE,42754,42770,https://en.wikipedia.org/wiki/International_Olympic_Committee
National Olympic Committee,ORG,42852,42878,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chinese Taipei,GPE,42886,42900,https://en.wikipedia.org/wiki/International_Olympic_Committee
1981,DATE,42923,42927,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Republic of China's,GPE,42999,43022,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Free Area,LOC,43080,43093,https://en.wikipedia.org/wiki/International_Olympic_Committee
the immediate days,DATE,43098,43116,https://en.wikipedia.org/wiki/International_Olympic_Committee
PRC,GPE,43158,43161,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2020 Summer Olympics.[120][121,EVENT,43354,43388,https://en.wikipedia.org/wiki/International_Olympic_Committee
Peng Shuai,PERSON,43793,43803,https://en.wikipedia.org/wiki/International_Olympic_Committee
November 2021,DATE,43827,43840,https://en.wikipedia.org/wiki/International_Olympic_Committee
Human Rights Watch,ORG,43874,43892,https://en.wikipedia.org/wiki/International_Olympic_Committee
HRW,ORG,43894,43897,https://en.wikipedia.org/wiki/International_Olympic_Committee
2021,DATE,43934,43938,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Chinese Communist Party,ORG,44089,44116,https://en.wikipedia.org/wiki/International_Olympic_Committee
Zhang Gaoli.[123,PERSON,44118,44134,https://en.wikipedia.org/wiki/International_Olympic_Committee
Peng,PERSON,44246,44250,https://en.wikipedia.org/wiki/International_Olympic_Committee
Zhang Gaoli,PERSON,44291,44302,https://en.wikipedia.org/wiki/International_Olympic_Committee
July 2020,DATE,44428,44437,https://en.wikipedia.org/wiki/International_Olympic_Committee
September 2020,DATE,44458,44472,https://en.wikipedia.org/wiki/International_Olympic_Committee
January 2021,DATE,44480,44492,https://en.wikipedia.org/wiki/International_Olympic_Committee
FIE,ORG,44499,44502,https://en.wikipedia.org/wiki/International_Olympic_Committee
July 2023,DATE,44712,44721,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olga Kharlan,PERSON,44762,44774,https://en.wikipedia.org/wiki/International_Olympic_Committee
the World Fencing Championships,EVENT,44795,44826,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kharlan,PERSON,44895,44902,https://en.wikipedia.org/wiki/International_Olympic_Committee
Ukraine,GPE,45342,45349,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Fencing World Championships,EVENT,45396,45427,https://en.wikipedia.org/wiki/International_Olympic_Committee
yesterday,DATE,45467,45476,https://en.wikipedia.org/wiki/International_Olympic_Committee
24 February 2022,DATE,45879,45895,https://en.wikipedia.org/wiki/International_Olympic_Committee
Belarus,GPE,45975,45982,https://en.wikipedia.org/wiki/International_Olympic_Committee
28 February 2022.[137,DATE,46060,46081,https://en.wikipedia.org/wiki/International_Olympic_Committee
25 January 2023,DATE,46086,46101,https://en.wikipedia.org/wiki/International_Olympic_Committee
12 October 2023,DATE,46379,46394,https://en.wikipedia.org/wiki/International_Olympic_Committee
the National Olympic Committee of Ukraine,ORG,46642,46683,https://en.wikipedia.org/wiki/International_Olympic_Committee
Donetsk Oblast,GPE,46685,46699,https://en.wikipedia.org/wiki/International_Olympic_Committee
Luhansk Oblast,GPE,46701,46715,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kherson Oblast,GPE,46717,46731,https://en.wikipedia.org/wiki/International_Olympic_Committee
Zaporizhzhia Oblast,GPE,46733,46752,https://en.wikipedia.org/wiki/International_Olympic_Committee
19 March 2024,DATE,46938,46951,https://en.wikipedia.org/wiki/International_Olympic_Committee
2024,DATE,47059,47063,https://en.wikipedia.org/wiki/International_Olympic_Committee
2026 Winter Games,DATE,47344,47361,https://en.wikipedia.org/wiki/International_Olympic_Committee
the International Biathlon Union,ORG,47416,47448,https://en.wikipedia.org/wiki/International_Olympic_Committee
December 2025,DATE,47590,47603,https://en.wikipedia.org/wiki/International_Olympic_Committee
February 2026,DATE,47884,47897,https://en.wikipedia.org/wiki/International_Olympic_Committee
Vladyslav Heraskevych,PERSON,47972,47993,https://en.wikipedia.org/wiki/International_Olympic_Committee
Heraskevych,PERSON,48156,48167,https://en.wikipedia.org/wiki/International_Olympic_Committee
Volodymyr Zelenskyy,PERSON,48237,48256,https://en.wikipedia.org/wiki/International_Olympic_Committee
Israel,GPE,48351,48357,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2024 Summer Olympics,EVENT,48361,48385,https://en.wikipedia.org/wiki/International_Olympic_Committee
November 2023,DATE,48395,48408,https://en.wikipedia.org/wiki/International_Olympic_Committee
Gaza,GPE,48517,48521,https://en.wikipedia.org/wiki/International_Olympic_Committee
Palestine,GPE,48544,48553,https://en.wikipedia.org/wiki/International_Olympic_Committee
January 2024,DATE,48599,48611,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2024 Olympics,EVENT,48683,48700,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Palestine Olympic Committee,ORG,48810,48841,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Gaza war,EVENT,49038,49050,https://en.wikipedia.org/wiki/International_Olympic_Committee
Fethi Nourine,PERSON,49362,49375,https://en.wikipedia.org/wiki/International_Olympic_Committee
ten-year,DATE,49392,49400,https://en.wikipedia.org/wiki/International_Olympic_Committee
Tohar Butbul,PERSON,49436,49448,https://en.wikipedia.org/wiki/International_Olympic_Committee
the 2020,EVENT,49465,49473,https://en.wikipedia.org/wiki/International_Olympic_Committee
March 2024,DATE,49596,49606,https://en.wikipedia.org/wiki/International_Olympic_Committee
July 2024,DATE,49810,49819,https://en.wikipedia.org/wiki/International_Olympic_Committee
2034,DATE,49885,49889,https://en.wikipedia.org/wiki/International_Olympic_Committee
U.S.,GPE,49909,49913,https://en.wikipedia.org/wiki/International_Olympic_Committee
C,ORG,0,1,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Executive Board,ORG,519,538,https://en.wikipedia.org/wiki/International_Olympic_Committee
1921,DATE,556,560,https://en.wikipedia.org/wiki/International_Olympic_Committee
four-year,DATE,772,781,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Nomination Commission,ORG,1379,1404,https://en.wikipedia.org/wiki/International_Olympic_Committee
the IOC Sessions,EVENT,1633,1649,https://en.wikipedia.org/wiki/International_Olympic_Committee
Germany,GPE,2237,2244,https://en.wikipedia.org/wiki/International_Olympic_Committee
Zimbabwe,GPE,2279,2287,https://en.wikipedia.org/wiki/International_Olympic_Committee
Nawal El Moutawakel,PERSON,2310,2329,https://en.wikipedia.org/wiki/International_Olympic_Committee
Morocco,GPE,2332,2339,https://en.wikipedia.org/wiki/International_Olympic_Committee
Gerardo Werthein,PERSON,2344,2360,https://en.wikipedia.org/wiki/International_Olympic_Committee
Argentina,GPE,2363,2372,https://en.wikipedia.org/wiki/International_Olympic_Committee
Pierre-Olivier Beckers-Vieujant,PERSON,2379,2410,https://en.wikipedia.org/wiki/International_Olympic_Committee
Belgium,GPE,2413,2420,https://en.wikipedia.org/wiki/International_Olympic_Committee
Feisal Al Hussein,PERSON,2491,2508,https://en.wikipedia.org/wiki/International_Olympic_Committee
Jordan,GPE,2511,2517,https://en.wikipedia.org/wiki/International_Olympic_Committee
Mikaela Cojuangco Jaworski,PERSON,2522,2548,https://en.wikipedia.org/wiki/International_Olympic_Committee
Philippines,GPE,2551,2562,https://en.wikipedia.org/wiki/International_Olympic_Committee
Li Lingwei,PERSON,2569,2579,https://en.wikipedia.org/wiki/International_Olympic_Committee
Spyros Capralos,PERSON,2594,2609,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kristin Kloster,PERSON,2625,2640,https://en.wikipedia.org/wiki/International_Olympic_Committee
Norway,GPE,2643,2649,https://en.wikipedia.org/wiki/International_Olympic_Committee
Octavian Morariu,PERSON,2656,2672,https://en.wikipedia.org/wiki/International_Olympic_Committee
Romania,GPE,2675,2682,https://en.wikipedia.org/wiki/International_Olympic_Committee
Ingmar De Vos,PERSON,2689,2702,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kim Jae,PERSON,2719,2726,https://en.wikipedia.org/wiki/International_Olympic_Committee
Neven Ilic,PERSON,2752,2762,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chile,GPE,2765,2770,https://en.wikipedia.org/wiki/International_Olympic_Committee
Pau Gasol,PERSON,2777,2786,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Athletes' Commission,ORG,3369,3393,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Athletes' Entourage Commission,ORG,3597,3631,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sergey Bubka,PERSON,3634,3646,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Audit Committee,ORG,3768,3787,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Director General's Office,ORG,3841,3870,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Esports Commission,ORG,3996,4018,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Future Host,ORG,4159,4174,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Olympic Winter Games,EVENT,4190,4214,https://en.wikipedia.org/wiki/International_Olympic_Committee
Karl Stoss,PERSON,4217,4227,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Winter Games,EVENT,4287,4307,https://en.wikipedia.org/wiki/International_Olympic_Committee
Winter Youth Olympic Games,EVENT,4312,4338,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Games Of The Olympiad,EVENT,4382,4407,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kolinda Grabar-Kitarovic,PERSON,4410,4434,https://en.wikipedia.org/wiki/International_Olympic_Committee
Croatia,GPE,4437,4444,https://en.wikipedia.org/wiki/International_Olympic_Committee
Games of the Olympiad,EVENT,4494,4515,https://en.wikipedia.org/wiki/International_Olympic_Committee
Summer Youth Olympic Games,EVENT,4520,4546,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Coordination Commission,ORG,4552,4579,https://en.wikipedia.org/wiki/International_Olympic_Committee
Brisbane,GPE,4580,4588,https://en.wikipedia.org/wiki/International_Olympic_Committee
2032,DATE,4589,4593,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Games of,EVENT,4682,4694,https://en.wikipedia.org/wiki/International_Olympic_Committee
the XXXV Olympiad,EVENT,4695,4712,https://en.wikipedia.org/wiki/International_Olympic_Committee
Brisbane 2032,DATE,4713,4726,https://en.wikipedia.org/wiki/International_Olympic_Committee
2030,DATE,4772,4776,https://en.wikipedia.org/wiki/International_Olympic_Committee
the XXVI Olympic Winter Games,EVENT,4866,4895,https://en.wikipedia.org/wiki/International_Olympic_Committee
French Alps,LOC,4896,4907,https://en.wikipedia.org/wiki/International_Olympic_Committee
Los Angeles,GPE,4946,4957,https://en.wikipedia.org/wiki/International_Olympic_Committee
2028,DATE,4958,4962,https://en.wikipedia.org/wiki/International_Olympic_Committee
Nicole Hoevertsz,PERSON,4965,4981,https://en.wikipedia.org/wiki/International_Olympic_Committee
Aruba,GPE,4984,4989,https://en.wikipedia.org/wiki/International_Olympic_Committee
Dakar,GPE,5117,5122,https://en.wikipedia.org/wiki/International_Olympic_Committee
2026,DATE,5123,5127,https://en.wikipedia.org/wiki/International_Olympic_Committee
YOG,ORG,5129,5132,https://en.wikipedia.org/wiki/International_Olympic_Committee
Humphrey Kayange,PERSON,5136,5152,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kenya,GPE,5155,5160,https://en.wikipedia.org/wiki/International_Olympic_Committee
Dakar 2026,DATE,5234,5244,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Culture and Olympic Heritage Commission,ORG,5250,5293,https://en.wikipedia.org/wiki/International_Olympic_Committee
Khunying Patama Leeswadtrakul,PERSON,5296,5325,https://en.wikipedia.org/wiki/International_Olympic_Committee
Thailand,GPE,5328,5336,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Digital and Technology Commission,ORG,5656,5693,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Ethics Commission,ORG,5796,5817,https://en.wikipedia.org/wiki/International_Olympic_Committee
Patricia O'Brien,PERSON,5820,5836,https://en.wikipedia.org/wiki/International_Olympic_Committee
Ireland,GPE,5839,5846,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Finance Commission,ORG,6057,6079,https://en.wikipedia.org/wiki/International_Olympic_Committee
Ng Ser Miang,PERSON,6082,6094,https://en.wikipedia.org/wiki/International_Olympic_Committee
Anne,PERSON,6347,6351,https://en.wikipedia.org/wiki/International_Olympic_Committee
United Kingdom,GPE,6370,6384,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Legal Affairs Commission,ORG,6511,6539,https://en.wikipedia.org/wiki/International_Olympic_Committee
Denis Oswald,PERSON,6542,6554,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Television And Marketing Services,ORG,6759,6796,https://en.wikipedia.org/wiki/International_Olympic_Committee
Jiri Kejval,PERSON,6818,6829,https://en.wikipedia.org/wiki/International_Olympic_Committee
Czech Republic,GPE,6832,6846,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Television,ORG,6863,6881,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Medical and Scientific Commission,ORG,6912,6949,https://en.wikipedia.org/wiki/International_Olympic_Committee
Robin E. Mitchell,PERSON,6952,6969,https://en.wikipedia.org/wiki/International_Olympic_Committee
Fiji,GPE,6972,6976,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Olympic Channel Board Of Directors,ORG,7111,7149,https://en.wikipedia.org/wiki/International_Olympic_Committee
Richard Carrión,PERSON,7152,7167,https://en.wikipedia.org/wiki/International_Olympic_Committee
Puerto Rico,GPE,7170,7181,https://en.wikipedia.org/wiki/International_Olympic_Committee
year-round,DATE,7193,7203,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Olympic Education Commission,ORG,7387,7419,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Olympic Programme Commission,ORG,7642,7674,https://en.wikipedia.org/wiki/International_Olympic_Committee
Summer,DATE,7708,7714,https://en.wikipedia.org/wiki/International_Olympic_Committee
Winter,DATE,7716,7722,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Olympic Solidarity Commission,ORG,7827,7860,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Olympism 365 Commission,ORG,8046,8073,https://en.wikipedia.org/wiki/International_Olympic_Committee
Auvita Rapilla,PERSON,8076,8090,https://en.wikipedia.org/wiki/International_Olympic_Committee
Papua New Guinea,GPE,8093,8109,https://en.wikipedia.org/wiki/International_Olympic_Committee
365 days,DATE,8228,8236,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Commission for Public Affairs and Social Development Through Sport,ORG,8249,8319,https://en.wikipedia.org/wiki/International_Olympic_Committee
Luis Alberto Moreno,PERSON,8322,8341,https://en.wikipedia.org/wiki/International_Olympic_Committee
Colombia,GPE,8344,8352,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Technology And Technical Innovation Commission,ORG,8683,8733,https://en.wikipedia.org/wiki/International_Olympic_Committee
daily,DATE,8899,8904,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Youth Olympic Games,EVENT,8958,8981,https://en.wikipedia.org/wiki/International_Olympic_Committee
Albert II,PERSON,9030,9039,https://en.wikipedia.org/wiki/International_Olympic_Committee
Monaco,GPE,9051,9057,https://en.wikipedia.org/wiki/International_Olympic_Committee
"Gender Equality, Diversity and Inclusion Commission",ORG,9304,9355,https://en.wikipedia.org/wiki/International_Olympic_Committee
Lydia Nsekera,PERSON,9358,9371,https://en.wikipedia.org/wiki/International_Olympic_Committee
Burundi,GPE,9374,9381,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Revenues And Commercial Partnerships Commission,ORG,9638,9689,https://en.wikipedia.org/wiki/International_Olympic_Committee
the Olympic Games.[156,EVENT,10085,10107,https://en.wikipedia.org/wiki/International_Olympic_Committee
AB InBev,ORG,10111,10119,https://en.wikipedia.org/wiki/International_Olympic_Committee
Airbnb,ORG,10122,10128,https://en.wikipedia.org/wiki/International_Olympic_Committee
Allianz,ORG,10131,10138,https://en.wikipedia.org/wiki/International_Olympic_Committee
Coca-Cola-Mengniu Dairy,ORG,10157,10180,https://en.wikipedia.org/wiki/International_Olympic_Committee
Deloitte,ORG,10203,10211,https://en.wikipedia.org/wiki/International_Olympic_Committee
Procter & Gamble,ORG,10225,10241,https://en.wikipedia.org/wiki/International_Olympic_Committee
Samsung Electronics,ORG,10244,10263,https://en.wikipedia.org/wiki/International_Olympic_Committee
TCL Technology[157,ORG,10266,10284,https://en.wikipedia.org/wiki/International_Olympic_Committee
Visa Inc.,ORG,10288,10297,https://en.wikipedia.org/wiki/International_Olympic_Committee
Association of International Olympic Winter Sports Federations,ORG,10315,10377,https://en.wikipedia.org/wiki/International_Olympic_Committee
Association of IOC Recognised International Sports Federations,ORG,10388,10450,https://en.wikipedia.org/wiki/International_Olympic_Committee
ARISF,ORG,10452,10457,https://en.wikipedia.org/wiki/International_Olympic_Committee
Association of Summer Olympic International Federations,ORG,10461,10516,https://en.wikipedia.org/wiki/International_Olympic_Committee
International Academy of Sport Science and Technology,ORG,10527,10580,https://en.wikipedia.org/wiki/International_Olympic_Committee
AISTS,ORG,10582,10587,https://en.wikipedia.org/wiki/International_Olympic_Committee
International Committee of Sports for the Deaf,ORG,10591,10637,https://en.wikipedia.org/wiki/International_Olympic_Committee
ICSD,ORG,10639,10643,https://en.wikipedia.org/wiki/International_Olympic_Committee
International Paralympic Committee,ORG,10647,10681,https://en.wikipedia.org/wiki/International_Olympic_Committee
International University Sports Federation,ORG,10690,10732,https://en.wikipedia.org/wiki/International_Olympic_Committee
FISU,ORG,10734,10738,https://en.wikipedia.org/wiki/International_Olympic_Committee
Global Association of International Sports Federations,ORG,10742,10796,https://en.wikipedia.org/wiki/International_Olympic_Committee
GAISF,ORG,10798,10803,https://en.wikipedia.org/wiki/International_Olympic_Committee
FICTS,ORG,10807,10812,https://en.wikipedia.org/wiki/International_Olympic_Committee
Fédération Internationale Cinéma Télévision Sportifs,ORG,10814,10866,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Congress,ORG,10930,10946,https://en.wikipedia.org/wiki/International_Olympic_Committee
16 January 2023,DATE,11108,11123,https://en.wikipedia.org/wiki/International_Olympic_Committee
25 March 2025,DATE,11135,11148,https://en.wikipedia.org/wiki/International_Olympic_Committee
Roger Bartlett,PERSON,11154,11168,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chris Gratton,PERSON,11170,11183,https://en.wikipedia.org/wiki/International_Olympic_Committee
Christer G. Rolf Encyclopedia of International Sports Studies,ORG,11185,11246,https://en.wikipedia.org/wiki/International_Olympic_Committee
Routledge,ORG,11248,11257,https://en.wikipedia.org/wiki/International_Olympic_Committee
Olympic Charter,WORK_OF_ART,11277,11292,https://en.wikipedia.org/wiki/International_Olympic_Committee
19 November 2021,DATE,11384,11400,https://en.wikipedia.org/wiki/International_Olympic_Committee
11 January 2023,DATE,11412,11427,https://en.wikipedia.org/wiki/International_Olympic_Committee
Short,PERSON,11433,11438,https://en.wikipedia.org/wiki/International_Olympic_Committee
John R.,PERSON,11440,11447,https://en.wikipedia.org/wiki/International_Olympic_Committee
December 2008,DATE,11449,11462,https://en.wikipedia.org/wiki/International_Olympic_Committee
"Globalization, cities and the Summer Olympics",WORK_OF_ART,11466,11511,https://en.wikipedia.org/wiki/International_Olympic_Committee
IOC Members List,WORK_OF_ART,11618,11634,https://en.wikipedia.org/wiki/International_Olympic_Committee
5 August 2016,DATE,11667,11680,https://en.wikipedia.org/wiki/International_Olympic_Committee
3 October 2021,DATE,11692,11706,https://en.wikipedia.org/wiki/International_Olympic_Committee
Nucilli,PERSON,11712,11719,https://en.wikipedia.org/wiki/International_Olympic_Committee
Ryleigh,PERSON,11721,11728,https://en.wikipedia.org/wiki/International_Olympic_Committee
27 January 2026,DATE,11730,11745,https://en.wikipedia.org/wiki/International_Olympic_Committee
Every 4 Years,DATE,11782,11795,https://en.wikipedia.org/wiki/International_Olympic_Committee
Reader's Digest,ORG,11798,11813,https://en.wikipedia.org/wiki/International_Olympic_Committee
20 February 2026,DATE,11825,11841,https://en.wikipedia.org/wiki/International_Olympic_Committee
Jagemann,PERSON,11847,11855,https://en.wikipedia.org/wiki/International_Olympic_Committee
2003,DATE,11861,11865,https://en.wikipedia.org/wiki/International_Olympic_Committee
Sport and the Environment: Ways toward Achieving the Sustainable Development of Sport,WORK_OF_ART,11869,11954,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Sports Journal,ORG,11957,11975,https://en.wikipedia.org/wiki/International_Olympic_Committee
27 October 2016,DATE,12007,12022,https://en.wikipedia.org/wiki/International_Olympic_Committee
23 October 2016,DATE,12034,12049,https://en.wikipedia.org/wiki/International_Olympic_Committee
Beyer S.,PERSON,12055,12063,https://en.wikipedia.org/wiki/International_Olympic_Committee
Beijing,EVENT,12100,12107,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chinese Journal of International Law,ORG,12114,12150,https://en.wikipedia.org/wiki/International_Olympic_Committee
Chen Y,PERSON,12170,12176,https://en.wikipedia.org/wiki/International_Olympic_Committee
Jin GZ,PERSON,12178,12184,https://en.wikipedia.org/wiki/International_Olympic_Committee
Kumar N,PERSON,12186,12193,https://en.wikipedia.org/wiki/International_Olympic_Committee
Shi G.,PERSON,12195,12201,https://en.wikipedia.org/wiki/International_Olympic_Committee
The Promise of Beijing,WORK_OF_ART,12210,12232,https://en.wikipedia.org/wiki/International_Olympic_Committee
Journal of Environmental Economics and Management,ORG,12298,12347,https://en.wikipedia.org/wiki/International_Olympic_Committee
Cooperation with the UN,WORK_OF_ART,12367,12390,https://en.wikipedia.org/wiki/International_Olympic_Committee
21 June 2016,DATE,12393,12405,https://en.wikipedia.org/wiki/International_Olympic_Committee
16 November 2018,DATE,12437,12453,https://en.wikipedia.org/wiki/International_Olympic_Committee
14 September 2016,DATE,12465,12482,https://en.wikipedia.org/wiki/International_Olympic_Committee
S. W. I.,ORG,12502,12510,https://en.wikipedia.org/wiki/International_Olympic_Committee
